Distance,Cosine Similarity
1.0,0.49355478725420526
2.0,0.16464427131113474
3.0,0.12037834461290021
4.0,0.010363121906281345
5.0,0.0008121736614701043
6.0,0.0034637961425534203
7.0,0.0
8.0,0.0
9.0,0.0
1.0,0.1855380592815499
1.4142135623730951,0.07782382922331756
2.23606797749979,0.0032001646788359793
3.1622776601683795,0.0016951141967059206
4.123105625617661,0.002133402493820849
5.0990195135927845,0.007259218548414267
6.082762530298219,0.0041985121575348954
7.0710678118654755,0.0
8.06225774829855,0.0
9.055385138137417,0.0
2.0,0.00011068197424388822
2.23606797749979,0.0005773828433028966
2.8284271247461903,0.0
3.605551275463989,0.0
4.47213595499958,0.0
5.385164807134504,0.0
6.324555320336759,0.0
7.280109889280518,0.0
8.246211251235321,0.00019284511414292433
9.219544457292887,0.0
3.0,0.0022766733573577067
3.1622776601683795,0.002705643781401373
3.605551275463989,0.0
4.242640687119285,0.0
5.0,0.0
5.830951894845301,0.0
6.708203932499369,0.0
7.615773105863909,0.0
8.54400374531753,0.0
9.486832980505138,0.0
4.0,0.0007764130433657335
4.123105625617661,0.0
4.47213595499958,0.0
5.0,0.0
5.656854249492381,0.0
6.4031242374328485,0.0
7.211102550927978,0.0
8.06225774829855,0.0
8.94427190999916,0.0
9.848857801796104,0.0
5.0,0.0
5.0990195135927845,0.0
5.385164807134504,0.0
5.830951894845301,0.0
6.4031242374328485,0.0
7.0710678118654755,0.0
7.810249675906654,0.0
8.602325267042627,0.0
9.433981132056603,0.0
10.295630140987,0.0
6.0,0.0
6.082762530298219,0.0
6.324555320336759,0.0
6.708203932499369,0.0
7.211102550927978,0.0
7.810249675906654,0.0
8.48528137423857,0.0
9.219544457292887,0.0
10.0,0.0
10.816653826391969,0.0
7.0,0.0
7.0710678118654755,0.0
7.280109889280518,0.0
7.615773105863909,0.0
8.06225774829855,0.0
8.602325267042627,0.0
9.219544457292887,0.0
9.899494936611665,0.0
10.63014581273465,0.0
11.40175425099138,0.0
8.0,0.0
8.06225774829855,0.0
8.246211251235321,0.0
8.54400374531753,0.0
8.94427190999916,0.0
9.433981132056603,0.0
10.0,0.0
10.63014581273465,0.0
11.313708498984761,0.0
12.041594578792296,0.0
9.0,0.0
9.055385138137417,0.0
9.219544457292887,0.0
9.486832980505138,0.0
9.848857801796104,0.0
10.295630140987,0.0
10.816653826391969,0.0
11.40175425099138,0.0
12.041594578792296,0.0
12.727922061357855,0.0
1.0,0.4352739678425814
2.0,0.21837897497334885
3.0,0.03979292870422089
4.0,0.007107101337828605
5.0,0.00399186555784026
6.0,0.0
7.0,0.0
8.0,0.0
1.4142135623730951,0.07598748817790175
1.0,0.12402257319540445
1.4142135623730951,0.04264487746417289
2.23606797749979,0.009777357445616716
3.1622776601683795,0.0024881691517168745
4.123105625617661,0.008365915113840501
5.0990195135927845,0.004838591933843484
6.082762530298219,0.0
7.0710678118654755,0.0
8.06225774829855,0.0
2.23606797749979,8.944956060555918e-05
2.0,0.0013339833149207123
2.23606797749979,6.762461612163818e-05
2.8284271247461903,0.0
3.605551275463989,0.0
4.47213595499958,0.0
5.385164807134504,0.0
6.324555320336759,0.0
7.280109889280518,0.0002222451141646656
8.246211251235321,0.0
3.1622776601683795,0.000806781550948154
3.0,0.0009652019676527394
3.1622776601683795,0.0
3.605551275463989,0.0
4.242640687119285,0.0
5.0,0.0
5.830951894845301,0.0
6.708203932499369,0.0
7.615773105863909,0.0
8.54400374531753,0.0
4.123105625617661,0.0002718853852752279
4.0,0.0
4.123105625617661,0.0
4.47213595499958,0.0
5.0,0.0
5.656854249492381,0.0
6.4031242374328485,0.0
7.211102550927978,0.0
8.06225774829855,0.0
8.94427190999916,0.0
5.0990195135927845,0.0
5.0,0.0
5.0990195135927845,0.0
5.385164807134504,0.0
5.830951894845301,0.0
6.4031242374328485,0.0
7.0710678118654755,0.0
7.810249675906654,0.0
8.602325267042627,0.0
9.433981132056603,0.0
6.082762530298219,0.0
6.0,0.0
6.082762530298219,0.0
6.324555320336759,0.0
6.708203932499369,0.0
7.211102550927978,0.0
7.810249675906654,0.0
8.48528137423857,0.0
9.219544457292887,0.0
10.0,0.0
7.0710678118654755,0.0
7.0,0.0
7.0710678118654755,0.0
7.280109889280518,0.0
7.615773105863909,0.0
8.06225774829855,0.0
8.602325267042627,0.0
9.219544457292887,0.0
9.899494936611665,0.0
10.63014581273465,0.0
8.06225774829855,0.0
8.0,0.0
8.06225774829855,0.0
8.246211251235321,0.0
8.54400374531753,0.0
8.94427190999916,0.0
9.433981132056603,0.0
10.0,0.0
10.63014581273465,0.0
11.313708498984761,0.0
9.055385138137417,0.0
9.0,0.0
9.055385138137417,0.0
9.219544457292887,0.0
9.486832980505138,0.0
9.848857801796104,0.0
10.295630140987,0.0
10.816653826391969,0.0
11.40175425099138,0.0
12.041594578792296,0.0
1.0,0.7189932717094918
2.0,0.20227001358784788
3.0,0.045038705009658286
4.0,0.003972447797611961
5.0,0.016553370701061127
6.0,0.013983653564890232
7.0,0.007752868426175015
2.23606797749979,0.0035783199110146534
1.4142135623730951,0.032325299509065035
1.0,0.09787442657697588
1.4142135623730951,0.07266544643152545
2.23606797749979,0.004951037631738834
3.1622776601683795,0.005095073281187695
4.123105625617661,0.0034149905780449996
5.0990195135927845,0.0027526546177146097
6.082762530298219,0.0015022489882050897
7.0710678118654755,0.0011917453995075932
2.8284271247461903,0.0002221741470343588
2.23606797749979,0.0014940189392529
2.0,0.00027224284348726686
2.23606797749979,0.0012792470475529668
2.8284271247461903,2.3167472245566e-05
3.605551275463989,0.0
4.47213595499958,0.0
5.385164807134504,0.0
6.324555320336759,1.2934228765437288e-06
7.280109889280518,0.0
3.605551275463989,8.732844956555086e-05
3.1622776601683795,0.0001287763372333057
3.0,1.4432526893792967e-06
3.1622776601683795,7.034229619164232e-07
3.605551275463989,4.489311276050822e-05
4.242640687119285,0.0
5.0,1.0597134818718115e-05
5.830951894845301,0.0
6.708203932499369,0.0
7.615773105863909,0.0
4.47213595499958,1.7099024169659523e-05
4.123105625617661,0.0
4.0,6.203475287455866e-06
4.123105625617661,0.0
4.47213595499958,5.153983862181654e-07
5.0,0.0
5.656854249492381,0.0
6.4031242374328485,1.0027527731635798e-05
7.211102550927978,0.0
8.06225774829855,0.0
5.385164807134504,0.0
